,title,time,content
10,关于K市域轨道交通规划的建议,2017/3/15 20:53:39,"
					
					　　易市长您好，感谢您的阅读。十二五期间，非省会地级市的轨道交通规划与建设已经席卷而来。截止到2016年2月，全国一共有40个城市已经获批轨道交通建设（未含有轨电车规划）。　　截止去年9月，绍兴和洛阳也获批城市轨道交通规划。此外，截止2016年底，全国已经规划轨道交通但暂未获批的城市已达80个。此外，全国大多数省份还有很大数目的城市已经开始筹备规划轨道交通。　　而在A市磁浮快线成功开通运营以后， 西地省内大部分市州都开始着手规划磁浮轨道交通，在楚江新区重点工程项目建设中，A市-C5市，H市，F市机场-F市楼，均已进入前期工作。长株潭城际（B市河西段），J市磁浮快线等也已进入规划审批阶段。此外，G市，D市，L市，I市，M6州，E市均已经进入城市轨道交通规划的前期工作，包括与中铁设计院专家的交流。　　轨道交通，-规划-建设-运营- 要经过长时间，多次，多方的论证，和一个合适，合理的资金渠道，才能最终实现。因此，轨道交通的规划，必须要有前瞻性，规划的时间，必须要提前与发展的进程。　　西地省内提出轨道交通规划和建设的城市已经有12个之多：　　A市 地级市，省会　　已开通运营轨道交通4条线（含磁浮快线，城际铁路），在建4条线，总共规划12条地铁和2条城际铁路　　B市 地级市，长株潭城市群中心城市之一　　已开通运营轨道交通1条线，长株潭城际线，规划3条线（含一条磁浮快线）　　C市 地级市，长株潭城市群中心城市之一　　已开通轨道交通1条线，长株潭城际线，规划2条地铁，2条磁浮快线（长韶磁浮快线，株潭城际线）　　G市，地级市，楚北中心城市　　初期规划一条地铁，前期，未审批，项目属于G市轨道交通公司。　　D市，地级市，楚南中心城市　　初期规划3条地铁，前期，未审　　F市，地级市，长江沿岸重要城市　　规划磁浮快线1条（F市机场-F市楼），前期，未审批。　　J市，地级市，楚南示范区重要城市　　规划磁浮快线2条，郴资永线，前期，已通过住建厅审批，待下一步审批　　E市，地级市　　规划地铁和轻轨（雪峰山旅游轻轨），铁四院前期设计。　　L市，地级市，M6州区域中心　　规划地铁2条，前期　　H市，地级市，国际性旅游城市　　规划磁浮快线1条，已通过审批，项目属H市磁浮公司，待建。　　M6州州，少数民族自治州，地级，旅游城市　　规划M7市轨道交通，前期。　　I市，地级市，　　规划轨道交通线路，含长株潭城际铁路，待建。　　其中https://baidu.com/公里，总投资152.8亿元。J市磁浮快线（郴资永线）投资156.6亿元，均为既涵盖了各景区与主要交通枢纽，又兼顾了城区内出行客流。　　按照K市潇楚城市群协调发展规划（2015-2040）（市住建局发布）至规划期末，将潇楚城市群打造成拥有340万城镇人口，城镇建设用地340平方公里，年GDP总量达3500亿以上的生态型的城市群。使之成为西地省“一带一部”战略中对接东盟和两广地区绿色化发展的重要的城市群。根据规划中的第十点综合交通规划，迁移原机场，规划的新K市K1区机场位于K市与K4县之间的杨家桥街道。城际铁路规划中，预留D市、J市、E市等城市间的城际铁路，规划在潇楚城市群修建“十”字型城际铁路。其中，横向修建K3县——K市中心城市——K4县城际轨道，纵向修建芦洪市——K市中心城市——K5县城际轨道。考虑K1区机场、火车站等重大交通设施接入城际铁路。　　根据市中心城区规划，K市中心城区建成区将沿楚江两岸分布，南北长达40公里，东西长7公里，中心城区居民出行范围将大幅增加，单一的公共交通方式会有对居民的出行有很大的局限性，不利于促进城镇化的发展。考虑到潇楚城镇群总体发展规划，建议将北部城镇通过城际轻轨或磁浮快线等中运量快速轨道交通方式与中心城区连接，并与中心城区轨道交通串联，形成K市域轨道交通网络，服务K市未来发展的需求。　　轨道交通从规划到建成不是一个短期的过程，因此轨道交通的规划，必须要提早于城市的发展，并考虑到中长期城市规划发展。考虑到建设轨道交通资金问题，建议不应该合理规划，不应盲目采用大运量轨道交通模式。　　建议规划K市域轨道交通5条：如图中所示（包括线路和站点）　　https://baidu.com/　　1号线（红线）K市火车站-南津渡（因与正在建设的BRT线重合，前期可利用BRT替代，规划后期可采用大运量轨道交通模式，如地铁）　　规划的1号线穿过河西K1区中路商圈，河东商圈，文化体育片区，K市汽车北站，岚角山街道，晓深塘中心汽车站，K市学院，K1区新城和K1区商圈，并在K市汽车北站与K4县-中心城区-森林植物园-K3县轨道交通换乘，为潇楚城镇群楚江东岸南北主骨架，建议采用中或大运量轨道交通模式，如地铁或跨座式轻轨。　　2号线（蓝线）马坪-两中心，预留北延线至芦洪市镇。　　规划的2号线北起马坪经开区，沿M9县路穿越M9县园，串联起整个K1区中路商圈，并在K1区中路站（红太阳广场，潇楚步行街处）与一号线换乘。沿K1区路往南，穿越仁湾新城，K市经开区，在蔡市街道与三号线磁浮快线换乘可至K1区古城景区，跨楚江至楚江东岸，最终与一号线在两中心站换乘。2号线不仅起到了串联K1区中路商圈的作用，还最大程度上串联起整个轨道交通网络。建议采用中运量轨道交通模式，如跨座式轻轨。　　3号线（紫线）K市火车站-K1区火车站　　在楚江西岸规划磁浮快线，连接K市火车站，K市经开区，汽车公园，迁建规划中的K市机场，蔡市街道，巴洲，潇楚古镇，萍洲书院，K1区古城景区（柳子庙，东山，西山等），最终到达K1区火车站，是一条黄金旅游轨道交通线路。不仅能带动K市城区旅游发展，还能提高K市旅游品牌的知名度，更作为楚江西岸连接两个火车站一机场多个旅游景点，与四条轨道交通换乘的骨架带动滨江新城楚江西岸的发展。　　4号线（橙线）陶竹广场-森林植物园-K市机场　　4号线为潇楚城镇群冷祁之间的主骨架，串联起K3县城区，浯溪公园，茅竹镇，竹山桥镇，森林植物园，K市汽车北站，K市机场。并且在上岭桥站与冷东轨道交通换乘可达河东商圈，K4县。在汽车北站（马路湾）与一号线换乘可达K市火车站和K1区，与二号线直接换乘可达K市K1区中路商圈，马坪开发区和滨江新城楚江西岸区域，与磁浮快线换乘可达K1区古城景区。　　考虑到该线路客流类别明显（兼顾城际和中心城区内），为了最大程度上优化4号线的运营，建议前期培育客流时设置区间车模式，在上岭桥站，森林植物园站，陶竹广场站，K市机场站，分别设始发终到站（开行陶竹广场-K市机场，陶竹广场-上岭桥（换乘五号线专用），森林植物园-上岭桥）并在上岭桥站与五号线设置同台换乘（参考杭州地铁换乘模式）　　5号线（绿线）K4县-上岭桥　　5号线为潇楚城镇群冷东之间的骨架，串联起K4县城区，井头圩镇，K市经开区，宋洲家，滨江风光带，河东商圈，市政府，中心医院，以及上岭桥区域。可与三号线换乘将K4县客流引入K1区古城，K市机场和K市火车站；可与二号线换乘将客流引入K1区中路商圈，M9县园，滨江新城；可与一号线换乘将客流引入滨江新城，中心汽车站和K1区城区，并与四号线换乘至K3县和森林植物园。建议采用中运量轨道交通方式，如跨座式轻轨，磁浮快线等。　　地图标注链接 https://baidu.com/
					
					
				"
11,请问A市乘坐地跌是否可以使用“爱心卡”？,2016/3/7 9:09:28,"
					
					　　看某媒体报道，A市公交和地铁“爱心卡”一卡通，但我用残疾人“爱心卡”乘坐地铁刷卡时没有反应，只用走绿色通道并出示残疾人证。请问A市乘坐地跌是否可以“爱心卡”？
					
					
				"
12,地铁5号线施工导致A市锦楚国际星城小区三期一个月停电10来次,2019/9/9 11:07:48,"
					
					地铁5号线施工，导致万家丽路锦楚国际星城小区三期一个月停电10来次，每次都是无通知，突然断电，居民小孩经常被困电梯，每次停电都有十几个小时，严重影响居民正常生活。
					
					
				"
13,A6区润和紫郡用电的问题能不能解决,2019/8/21 15:12:20,"
					
					尊敬的领导：你好！我是A6区润和紫郡的业主，今年年初，我们小区周边就竖起了一道道由高压线塔所筑起的高压防线，之前沿线的居民就反对架高压线塔，想要改走地埋的方式，但是相关部门给到市民的回应是为了解决周边居民用电的问题，而且几年前就确定了这样的一个方案，于是周边居民也就只能被迫接受。本以为，高压线塔架起之后，我们的用电就会得到保障，然而恰恰相反，我们的用电没有得到保障，停电倒是保障十足。一个月不停一两次电，不搞几次故障维修，不突然跳下闸，A6区电力局就好像就完不成任务，没有工作量了。我就想问问领导，架高压线塔之前，说好的630攻坚，说好的便民工程都是假的吗？是来搞笑的吗？是来糊弄百姓，纯属完成任务的吗？润和紫郡业主
					
					
				"
14,A市锦楚国际新城从6月份开始停电好多次了,2019/8/6 10:28:55,"
					
					A市A5区朝晖路锦楚国际新城三区从6月份开始到现在一共停电不少于9次，每次都不说什么原因停电，而且不及时将线路问题处理好，这么炎热的天气让我们市民如何正常的生活，而且我们小区周围都没有停电，只有我们这一期的房子停电，国家电网那么多的投诉电话，为什么不理，不解决？A市就只有我们一个小区有线路问题吗？连续9次都不能解决的吗？
					
					
				"
15,咨询A市楼盘集中供暖一事,2019/11/27 17:14:11,"
					
					由于西地省地区常年阴冷潮湿的气候，加之近年气候逐渐更加恶劣，地处月亮岛片区近年规划有楚江集中供暖，不知规划集中供暖是具体位置和是否有新老楼盘都有？
					
					
				"
16,A市能不能像北方一样给居民小区统一建设供暖设备啊？,2018/11/23 9:08:36,"
					
					胡书记，这冬天又到了，A市这湿冷的冬天真是受不了诶，太冷了，被子感觉都潮潮的，洗的衣服都难干，每天早上起床上班简直就是折磨……我们能不能也跟北方一样，统一供暖啊？现在这室内坐着真的连着发抖，之前出差去河北，那边室内都是暖气，一进屋感觉到了天堂，太暖和了，好舒服……跪求给我们也统一供暖吧！
					
					
				"
17,A市可以实现集中供暖吗？,2018/11/20 9:56:56,"
					
					尊敬的市委市政府：A市是一座历史名城，是一座具有幸福感的城市，幸福感的体现就在于市委市政府想民之所想急民之所急，由于A市的地理位置以及基础设施还有待完善，集中供暖已成为迫不及待的民生问题，冬季已至，冬季采暖问题是家家户户的大问题，由于采暖形式不同，安全隐患频发，直接间接的经济财产损失，人员伤亡也是有目共睹，由于能源不能合理统一使用，热效率不高，也造成能源浪费，建议市委市政府为民生计，尽快实行集中供暖，是我市更具幸福感，节约能源，避免安全隐患。
					
					
				"
18,K9县坐公交车要2元？,2019/5/15 10:41:09,"
					
					K9县城更新了公交线路，新的公交车也在试运行中。市民出行是一项重大民生工程，省市城内公交都是1元出行，K9县要2元吗？？？请问这是真的吗？如果是，请问又是为什么？
					
					
				"
19,希望K6县的1路2路公交车延迟收班时间,2019/5/14 11:06:53,"
					
					希望K6县的1路，2路公交车延迟到晚上21点以后，因为到了晚上19点以后，1路，2路公交车沿线的群众出行就不方便了，特别是在工业园上班的人，因为工业园有些工厂晚上都要加班到21点左右，21点就没有公交车回家，一点都不方便，也不安全，所以希望K6县的1路，2路公交车延迟到晚上21点钟，为老百姓出行办实事。
					
					
				"
20,反映K6县公交车监控的有关问题,2018/11/13 11:54:19,"
					
					K6县公交车破旧不堪，这是明显的了。最让人愤怒的是：车人无监控，有的看似有监控，其实没插卡。我亲眼见过，乘客钱包在车上被偷之后，无从查案！！公交无监控，给司机、乘客带来巨大安全隐患，成了盗贼或危险分子犯罪的温床？！
					
					
				"
21,请求延后L1区迎丰公园清晨路灯熄灯时间半小时,2018/10/22 9:20:44,"
					
					你们好，上周提交了请求迎丰公园从人性关怀的角度考虑，延后清晨的路灯熄灯时间半小时，貌似没有得到任何回应。这几天下雨，天气一直不太好，今天清早再到公园里活动，发觉路灯依旧是六点熄灭，解决一个事关老百姓人身安全的问题真就这么难吗？现在天气越来越凉，早起锻炼的老年人很多，人老视力差，加上迎丰公园的林道本来就小径幽幽，树木林密，视线受到一定的阻碍，增加了不安全因素，如果碰上那些不系绳的突然蹦出来的狗，尤恐避之不及，也扰乱了锻炼的好心情，故再次请求迎丰公园管理处考虑早起行人的锻炼安全，适当延长清晨路灯熄灯时间到6：30左右，谢谢！
					
					
				"
22,L市中坡山公园內溜狗有损景区环境应严禁,2018/3/8 10:42:27,"
					
					　　L市城北的中坡山国家森林公园是一座自然风光秀丽的市民休闲好去处，但遺憾的是在公园內有不少市民溜狗，弄得游人路上到处可见令人作呕的狗屎，大煞这里美丽风景和游人雅兴，严损國家森林公园美称！遺憾的是中坡山公园管理处工作人員却视而不见任其不文明之举公园內进出路口又无任何溜狗禁罚之措。所以广大市民强烈呼吁L市主管领导及公园管理处負責人加强对入內溜狗市民禁罚。还广大市民及遊客一块干净舒适、美好回味的真正国家森林公园！
					
					
				"
23,请把L市公园里的门球场尽快修好,2015/3/7 22:10:33,"
					
					尊敬的彭书记：　　公园里的门球场什么时候能修好啊？     　　原来修的二个门球场停工了，感谢领导的关怀，听说您亲自过问了，也落实了负责人，可是，就象是画在纸上的一个烧饼，充不了饥，饱不了肚，现在L市稍微大一点的比赛都进行不了，得看老天的脸色，很多县都有4连片的室内球场，我们却？希望您还是关心一下吧，不会是他们采取的一拖二推三了了的政策吧？ 
					
					
				"
24,A5区雅礼洋湖实验中学附近垃圾箱长期未清理,2018/5/27 10:01:35,"
					
					我们是雅礼洋湖实验中学的家长代表，雅礼洋湖实验中学是西地省内办学规模最大的中学之一，2017年9月开学，已有学生近700人，教职工100多人，地处A3区莲塘路1号，属于观沙岭街道办事处管辖。自开学以来，学校附近垃圾箱长期未清理，周边环境变恶劣，现在天气步入酷暑，垃圾如不及时清理运走，将会蚊虫繁殖，引发各种疾病，影响学生、教职工的身体健康，并有损市容市貌。恳请领导们来我们学校附近查实情，了解家长、学生、老师们的苦衷和无奈，为我们排忧解难，尽快解决困扰我们的环境状况，并形成及时清理垃圾的长效工作机制。我们也严禁乱倒垃圾，制定制度，尊重环卫工人的劳动，相互配合，共同维护学校周边的环境卫生。雅礼洋湖实验中学家长2018年5月25日
					
					
				"
25,A4区英祥春天后及万科城边脏乱不堪环境什么时候能改变,2018/4/27 8:14:00,"
					
					英祥春天后及万科城边脏乱不堪环境什么时候能改变？
					
					
				"
26,A3区阳光丽城附近垃圾场晚上趁夜色焚烧垃圾,2017/11/28 16:01:10,"
					
					　　A3区阳光丽城附近垃圾场，白天偷偷将垃圾运过来，晚上趁夜色进行焚烧，特别是10点以后外面烟雾弥漫，味道刺鼻。几经投诉至12345,转城管，反馈为业务烧草木灰种菜。可笑至极，有关部门不管，请问A市政府，领导们很多就住八方小区，你们不担心老百姓，也不担心自己么。
					
					
				"
27,请给A5区木莲路冯家冲安置小区开通天然气和消防水源,2019/10/12 19:44:07,"
					
					2011年，A市城内集中城中村改居后，我们这些村民变成了居民。原本怀着喜悦的心情，终于改了户口了，2013年，木莲路修路，征收了我们几十亩土地，为配合政府拆迁，每年损失几十万的土地收入，向指挥部反映对小区预留1个消防栓，当时因为冯家冲小区是农民安置小区规划局未对水电煤气管道进行规划，所以路修完了5年也没有消防水源，天然气也没有，几年来这里的问题日渐突出，房屋出租给大量流动人口，因为小区没有消防水源，一旦火灾难以想象后果，所以每次都是社区安全隐患的重点排查对象。现在这里的居民也大多数是年长的留守居民和几千流动居民，年轻的基本都住商品房去了，希望A5区政府考虑井湾子街道冯家冲社区冯家冲组的居民都是老弱的原因，能够在木莲路位置开通冯家冲安置小区开通天然气和消防水源。
					
					
				"
28,K1区珠山街的下水设施需要完善,2019/4/18 9:14:48,"
					
					每到急暴雨，从K1区过来看到东楚桥，珠山街上的水有一米高，为什么没人管？镇政府在干吗？你们看不到吗？
					
					
				"
